player_id,Player,Squad,minutes,appearances,shots_total,shots_on,goals_total,fouls_committed,duels_total,duels_won,pass_total,pass_accurate,key_passes,takeons_total,takeons_won,ball_recoveries,at_actions
Mohanad Ali|Iraq,Mohanad Ali,Iraq,98,1,0,0,0,0,0,0,2,1,0,0,0,0,0
Patrick Berg|Norway,Patrick Berg,Norway,96,1,0,0,0,0,0,0,11,10,0,0,0,0,0
Enner Valencia|Ecuador,Enner Valencia,Ecuador,77,1,1,0,0,2,3,0,8,8,0,0,0,2,0
Hernán Galíndez|Ecuador,Hernán Galíndez,Ecuador,98,1,0,0,0,0,0,0,38,25,0,0,0,1,0
Emmanuel Agbadou|Ivory Coast,Emmanuel Agbadou,Ivory Coast,98,1,0,0,0,0,6,4,61,57,0,0,0,4,0
Moisés Caicedo|Ecuador,Moisés Caicedo,Ecuador,99,1,1,0,0,3,1,1,64,56,3,2,0,2,2
Pedro Vite|Ecuador,Pedro Vite,Ecuador,97,1,1,0,0,0,1,1,74,68,1,1,0,6,0
Alan Minda|Ecuador,Alan Minda,Ecuador,56,1,2,0,0,0,1,0,17,11,0,3,0,2,0
Yan Diomande|Ivory Coast,Yan Diomande,Ivory Coast,96,1,2,0,0,0,0,0,54,42,5,7,4,5,2
Piero Hincapié|Ecuador,Piero Hincapié,Ecuador,99,1,1,1,0,0,4,2,32,21,0,1,0,0,1
Yahia Fofana|Ivory Coast,Yahia Fofana,Ivory Coast,97,1,0,0,0,0,1,1,28,15,0,0,0,1,0
Joel Ordóñez|Ecuador,Joel Ordóñez,Ecuador,98,1,2,2,0,0,3,3,64,58,0,0,0,3,1
Willian Pacho|Ecuador,Willian Pacho,Ecuador,98,1,0,0,0,1,3,3,79,72,0,0,0,9,0
Alan Franco|Ecuador,Alan Franco,Ecuador,62,1,0,0,0,3,1,0,46,44,0,0,0,5,0
Wilfried Singo|Ivory Coast,Wilfried Singo,Ivory Coast,98,1,1,0,0,2,4,4,48,44,1,1,0,7,0
Gonzalo Plata|Ecuador,Gonzalo Plata,Ecuador,98,1,1,1,0,1,2,0,39,31,3,4,2,8,2
Ghislain Konan|Ivory Coast,Ghislain Konan,Ivory Coast,97,1,1,0,0,0,2,1,49,37,1,2,1,3,0
Nicolas Pépé|Ivory Coast,Nicolas Pépé,Ivory Coast,77,1,2,2,0,0,1,0,33,28,0,2,1,6,2
Elye Wahi|Ivory Coast,Elye Wahi,Ivory Coast,56,1,2,1,0,0,2,0,10,6,0,0,0,0,1
Franck Kessie|Ivory Coast,Franck Kessie,Ivory Coast,97,1,0,0,0,3,0,0,59,54,1,0,0,7,0
John Yeboah|Ecuador,John Yeboah,Ecuador,62,1,3,0,0,0,0,0,25,20,0,2,1,4,3
Guéla Doué|Ivory Coast,Guéla Doué,Ivory Coast,89,1,0,0,0,3,4,4,59,53,2,0,0,6,1
Seko Fofana|Ivory Coast,Seko Fofana,Ivory Coast,77,1,4,2,0,1,0,0,36,33,1,1,1,4,3
Bazoumana Touré|Ivory Coast,Bazoumana Touré,Ivory Coast,56,1,0,0,0,0,1,1,16,7,0,3,0,1,0
Nilson Angulo|Ecuador,Nilson Angulo,Ecuador,98,1,0,0,0,1,3,0,10,6,1,0,0,1,0
Ange-Yoan Bonny|Ivory Coast,Ange-Yoan Bonny,Ivory Coast,97,1,0,0,0,0,2,0,6,4,0,1,1,1,0
Amad Diallo|Ivory Coast,Amad Diallo,Ivory Coast,97,1,2,2,1,0,0,0,17,15,1,7,6,3,0
Jackson Porozo|Ecuador,Jackson Porozo,Ecuador,94,1,0,0,0,2,0,0,12,12,0,0,0,0,0
Ángelo Preciado|Ecuador,Ángelo Preciado,Ecuador,96,1,0,0,0,0,0,0,14,6,0,1,0,2,1
Ibrahim Sangaré|Ivory Coast,Ibrahim Sangaré,Ivory Coast,89,1,0,0,0,0,2,1,9,9,0,0,0,0,0
Christ Inao Oulaï|Ivory Coast,Christ Inao Oulaï,Ivory Coast,99,1,1,0,0,1,3,1,8,8,0,1,0,1,0
Kevin Rodríguez|Ecuador,Kevin Rodríguez,Ecuador,98,1,0,0,0,0,6,1,4,2,0,0,0,0,0
Odilon Kossounou|Ivory Coast,Odilon Kossounou,Ivory Coast,98,1,0,0,0,0,0,0,2,2,0,0,0,1,0
Brian Gutiérrez|Mexico,Brian Gutiérrez,Mexico,66,1,4,2,0,2,2,0,25,21,3,2,0,1,0
Érik Lira|Mexico,Érik Lira,Mexico,76,1,0,0,0,0,1,1,45,42,0,0,0,0,1
Johan Vásquez|Mexico,Johan Vásquez,Mexico,96,1,0,0,0,0,5,3,81,75,0,0,0,1,0
César Montes|Mexico,César Montes,Mexico,92,1,0,0,0,2,3,2,66,60,0,0,0,4,0
Israel Reyes|Mexico,Israel Reyes,Mexico,96,1,1,0,0,0,1,1,51,46,2,0,0,2,0
Julián Quiñones|Mexico,Julián Quiñones,Mexico,79,1,5,3,1,1,1,0,34,28,2,6,5,4,2
Álvaro Fidalgo|Mexico,Álvaro Fidalgo,Mexico,66,1,0,0,0,0,0,0,34,30,0,1,1,5,1
Roberto Alvarado|Mexico,Roberto Alvarado,Mexico,91,1,0,0,0,2,0,0,40,35,2,2,2,6,0
Aubrey Modiba|South Africa,Aubrey Modiba,South Africa,77,1,1,1,0,2,1,0,18,13,0,2,0,4,0
Jayden Adams|South Africa,Jayden Adams,South Africa,61,1,0,0,0,0,1,0,21,17,0,1,1,1,0
Khuliso Mudau|South Africa,Khuliso Mudau,South Africa,97,1,0,0,0,2,1,0,33,28,0,0,0,4,0
Nkosinathi Sibisi|South Africa,Nkosinathi Sibisi,South Africa,97,1,0,0,0,1,0,0,54,43,0,0,0,3,0
Ronwen Williams|South Africa,Ronwen Williams,South Africa,96,1,0,0,0,0,0,0,47,35,0,0,0,2,0
Ime Okon|South Africa,Ime Okon,South Africa,98,1,0,0,0,0,4,1,49,45,0,1,0,4,0
Yaya Sithole|South Africa,Yaya Sithole,South Africa,50,1,0,0,0,3,1,1,19,17,0,0,0,2,0
Teboho Mokoena|South Africa,Teboho Mokoena,South Africa,98,1,0,0,0,1,2,2,45,40,1,0,0,4,0
Mbekezeli Mbokazi|South Africa,Mbekezeli Mbokazi,South Africa,95,1,1,1,0,1,1,0,33,25,1,0,0,3,0
Raúl Jiménez|Mexico,Raúl Jiménez,Mexico,76,1,4,3,1,1,6,5,19,15,2,2,0,0,0
Lyle Foster|South Africa,Lyle Foster,South Africa,56,1,1,0,0,0,4,0,5,1,0,1,0,0,0
Iqraam Rayners|South Africa,Iqraam Rayners,South Africa,77,1,0,0,0,0,4,0,11,9,0,0,0,1,0
Raúl Rangel|Mexico,Raúl Rangel,Mexico,90,1,0,0,0,0,0,0,33,29,0,0,0,3,0
Jesús Gallardo|Mexico,Jesús Gallardo,Mexico,97,1,2,1,0,1,3,3,58,47,0,0,0,3,0
Thalente Mbatha|South Africa,Thalente Mbatha,South Africa,95,1,0,0,0,0,0,0,7,4,0,1,0,1,0
Themba Zwane|South Africa,Themba Zwane,South Africa,84,1,0,0,0,1,0,0,7,5,0,0,0,2,1
Luis Chávez|Mexico,Luis Chávez,Mexico,95,1,0,0,0,1,0,0,29,28,0,0,0,1,1
Gilberto Mora|Mexico,Gilberto Mora,Mexico,91,1,0,0,0,1,0,0,14,14,0,2,1,2,0
Edson Álvarez|Mexico,Edson Álvarez,Mexico,91,1,0,0,0,0,0,0,15,14,0,0,0,1,0
Armando González|Mexico,Armando González,Mexico,95,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Evidence Makgopa|South Africa,Evidence Makgopa,South Africa,96,1,0,0,0,0,3,3,5,2,0,0,0,1,0
Oswin Appollis|South Africa,Oswin Appollis,South Africa,97,1,0,0,0,0,0,0,6,5,0,0,0,3,0
Alexis Vega|Mexico,Alexis Vega,Mexico,97,1,0,0,0,0,0,0,11,10,0,1,0,1,1
Tijjani Reijnders|Netherlands,Tijjani Reijnders,Netherlands,70,1,0,0,0,0,2,1,30,23,2,0,0,0,0
Bart Verbruggen|Netherlands,Bart Verbruggen,Netherlands,96,1,0,0,0,0,0,0,32,22,0,0,0,1,0
Shogo Taniguchi|Japan,Shogo Taniguchi,Japan,96,1,0,0,0,0,0,0,50,49,0,0,0,2,0
Frenkie de Jong|Netherlands,Frenkie de Jong,Netherlands,96,1,0,0,0,2,0,0,74,70,1,1,1,5,0
Jan Paul van Hecke|Netherlands,Jan Paul van Hecke,Netherlands,96,1,1,1,0,0,2,2,95,87,0,0,0,2,0
Kaishu Sano|Japan,Kaishu Sano,Japan,96,1,0,0,0,0,5,1,31,25,0,0,0,4,0
Ayase Ueda|Japan,Ayase Ueda,Japan,84,1,1,0,0,1,3,0,5,4,0,1,1,1,0
Daizen Maeda|Japan,Daizen Maeda,Japan,66,1,0,0,0,0,4,1,7,4,0,2,0,0,0
Denzel Dumfries|Netherlands,Denzel Dumfries,Netherlands,95,1,0,0,0,0,4,3,49,40,1,0,0,2,0
Crysencio Summerville|Netherlands,Crysencio Summerville,Netherlands,70,1,1,1,1,1,1,1,32,26,0,3,1,1,0
Cody Gakpo|Netherlands,Cody Gakpo,Netherlands,85,1,2,1,0,0,6,4,38,28,1,3,1,2,1
Micky van de Ven|Netherlands,Micky van de Ven,Netherlands,96,1,1,0,0,2,3,2,53,51,0,1,1,1,0
Virgil van Dijk|Netherlands,Virgil van Dijk,Netherlands,96,1,1,1,1,0,3,3,103,95,0,1,0,0,0
Hiroki Ito|Japan,Hiroki Ito,Japan,96,1,1,0,0,1,4,1,47,40,0,1,0,0,0
Daichi Kamada|Japan,Daichi Kamada,Japan,97,1,1,1,1,0,1,0,61,48,1,2,1,4,0
Donyell Malen|Netherlands,Donyell Malen,Netherlands,70,1,2,2,0,0,3,2,9,4,0,6,2,3,2
Zion Suzuki|Japan,Zion Suzuki,Japan,94,1,0,0,0,0,0,0,24,14,0,0,0,1,0
Ryan Gravenberch|Netherlands,Ryan Gravenberch,Netherlands,81,1,0,0,0,0,1,1,27,23,2,3,2,2,0
Keito Nakamura|Japan,Keito Nakamura,Japan,95,1,3,1,1,2,1,0,37,30,1,2,1,1,0
Tsuyoshi Watanabe|Japan,Tsuyoshi Watanabe,Japan,75,1,0,0,0,0,6,2,26,21,1,1,0,2,0
Ritsu Doan|Japan,Ritsu Doan,Japan,75,1,0,0,0,1,0,0,22,17,0,1,0,1,0
Takefusa Kubo|Japan,Takefusa Kubo,Japan,75,1,1,0,0,1,0,0,16,12,1,0,0,2,0
Junya Ito|Japan,Junya Ito,Japan,96,1,0,0,0,0,1,1,22,14,3,2,0,0,0
Memphis Depay|Netherlands,Memphis Depay,Netherlands,96,1,0,0,0,1,0,0,8,8,1,1,0,2,1
Teun Koopmeiners|Netherlands,Teun Koopmeiners,Netherlands,93,1,2,1,0,1,1,1,1,1,0,0,0,0,0
Quinten Timber|Netherlands,Quinten Timber,Netherlands,96,1,0,0,0,0,1,1,6,5,1,1,0,0,0
Yukinari Sugawara|Japan,Yukinari Sugawara,Japan,96,1,1,1,0,0,1,1,16,14,1,0,0,0,0
Takehiro Tomiyasu|Japan,Takehiro Tomiyasu,Japan,96,1,0,0,0,1,1,0,21,19,0,1,0,1,0
Koki Ogawa|Japan,Koki Ogawa,Japan,95,1,2,1,0,0,1,0,1,0,0,0,0,0,0
Nathan Aké|Netherlands,Nathan Aké,Netherlands,95,1,0,0,0,0,1,0,10,9,0,0,0,1,0
Kento Shiogai|Japan,Kento Shiogai,Japan,96,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Brian Brobbey|Netherlands,Brian Brobbey,Netherlands,87,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Cristiano Ronaldo|Portugal,Cristiano Ronaldo,Portugal,92,1,3,0,0,0,3,2,21,19,0,0,0,1,1
João Neves|Portugal,João Neves,Portugal,94,1,1,1,1,0,2,1,90,88,1,0,0,4,1
João Cancelo|Portugal,João Cancelo,Portugal,95,1,0,0,0,2,1,0,78,63,0,3,2,6,1
Tomás Araújo|Portugal,Tomás Araújo,Portugal,94,1,0,0,0,1,2,1,104,98,1,0,0,7,0
Vitinha|Portugal,Vitinha,Portugal,83,1,0,0,0,1,0,0,129,121,0,2,1,4,1
Renato Veiga|Portugal,Renato Veiga,Portugal,92,1,0,0,0,1,2,1,91,88,0,1,0,4,0
Nuno Mendes|Portugal,Nuno Mendes,Portugal,72,1,0,0,0,0,3,1,76,66,0,3,1,1,0
Pedro Neto|Portugal,Pedro Neto,Portugal,72,1,0,0,0,0,0,0,45,41,1,2,0,1,0
Bernardo Silva|Portugal,Bernardo Silva,Portugal,48,1,0,0,0,1,0,0,18,17,0,0,0,1,0
Bruno Fernandes|Portugal,Bruno Fernandes,Portugal,95,1,2,1,0,1,2,2,83,69,1,0,0,1,0
Edo Kayembe|DR Congo,Edo Kayembe,DR Congo,74,1,1,1,0,2,1,1,18,15,1,3,2,5,0
Chancel Mbemba|DR Congo,Chancel Mbemba,DR Congo,93,1,0,0,0,1,1,0,33,24,1,0,0,4,0
Aaron Wan-Bissaka|DR Congo,Aaron Wan-Bissaka,DR Congo,85,1,0,0,0,1,2,1,27,23,0,3,1,5,0
Yoane Wissa|DR Congo,Yoane Wissa,DR Congo,95,1,2,1,1,3,1,0,19,17,0,3,0,2,0
Ngal'ayel Mukau|DR Congo,Ngal'ayel Mukau,DR Congo,57,1,0,0,0,0,0,0,21,18,0,1,1,2,0
Axel Tuanzebe|DR Congo,Axel Tuanzebe,DR Congo,92,1,0,0,0,0,2,0,17,13,0,0,0,2,0
Samuel Moutoussamy|DR Congo,Samuel Moutoussamy,DR Congo,94,1,2,2,0,2,2,0,25,21,0,2,1,4,1
Arthur Masuaku|DR Congo,Arthur Masuaku,DR Congo,75,1,0,0,0,0,0,0,23,16,2,4,1,3,0
Steve Kapuadi|DR Congo,Steve Kapuadi,DR Congo,89,1,1,0,0,0,1,1,21,18,1,0,0,1,0
Cédric Bakambu|DR Congo,Cédric Bakambu,DR Congo,85,1,2,1,0,1,4,3,12,10,1,2,2,2,1
Lionel Mpasi|DR Congo,Lionel Mpasi,DR Congo,95,1,0,0,0,0,0,0,30,14,0,0,0,0,0
Diogo Costa|Portugal,Diogo Costa,Portugal,93,1,0,0,0,0,0,0,34,29,0,0,0,4,0
Francisco Conceição|Portugal,Francisco Conceição,Portugal,95,1,1,1,0,1,0,0,29,26,2,1,0,2,0
Noah Sadiki|DR Congo,Noah Sadiki,DR Congo,93,1,0,0,0,0,0,0,8,7,1,1,0,0,0
Rafael Leão|Portugal,Rafael Leão,Portugal,92,1,0,0,0,0,1,0,10,10,1,1,0,0,0
Nélson Semedo|Portugal,Nélson Semedo,Portugal,94,1,0,0,0,1,0,0,17,14,0,1,1,0,0
Charles Pickel|DR Congo,Charles Pickel,DR Congo,93,1,0,0,0,0,0,0,9,8,0,0,0,0,0
Joris Kayembe|DR Congo,Joris Kayembe,DR Congo,94,1,0,0,0,0,0,0,8,5,0,0,0,1,0
Gonçalo Ramos|Portugal,Gonçalo Ramos,Portugal,87,1,0,0,0,0,0,0,2,2,0,0,0,0,0
Gédéon Kalulu|DR Congo,Gédéon Kalulu,DR Congo,93,1,0,0,0,0,1,1,7,5,0,0,0,0,0
Simon Banza|DR Congo,Simon Banza,DR Congo,92,1,0,0,0,0,1,1,1,1,0,1,0,0,0
Remo Freuler|Switzerland,Remo Freuler,Switzerland,89,1,0,0,0,2,1,0,53,46,1,1,0,2,0
Manuel Akanji|Switzerland,Manuel Akanji,Switzerland,96,1,1,1,0,0,4,2,102,92,2,0,0,6,0
Homam El Amin|Qatar,Homam El Amin,Qatar,94,1,1,0,0,1,1,1,29,18,0,0,0,0,0
Denis Zakaria|Switzerland,Denis Zakaria,Switzerland,97,1,2,2,0,1,3,2,69,61,0,3,1,5,3
Michel Aebischer|Switzerland,Michel Aebischer,Switzerland,65,1,1,1,0,0,1,0,37,32,3,0,0,3,0
Boualem Khoukhi|Qatar,Boualem Khoukhi,Qatar,94,1,0,0,0,2,2,1,35,24,0,0,0,1,0
Yusuf Abdurisag|Qatar,Yusuf Abdurisag,Qatar,60,1,0,0,0,0,2,1,9,5,0,1,0,3,0
Nico Elvedi|Switzerland,Nico Elvedi,Switzerland,93,1,2,1,0,2,2,2,93,90,1,0,0,3,0
Ricardo Rodríguez|Switzerland,Ricardo Rodríguez,Switzerland,89,1,0,0,0,2,3,3,72,57,2,0,0,7,0
Rubén Vargas|Switzerland,Rubén Vargas,Switzerland,79,1,3,2,0,1,2,1,41,30,5,8,2,2,3
Breel Embolo|Switzerland,Breel Embolo,Switzerland,91,1,4,3,1,2,0,0,8,6,4,1,1,0,0
Granit Xhaka|Switzerland,Granit Xhaka,Switzerland,97,1,2,0,0,0,0,0,75,70,2,0,0,9,2
Akram Afif|Qatar,Akram Afif,Qatar,94,1,0,0,0,0,0,0,34,21,2,1,0,4,1
Dan Ndoye|Switzerland,Dan Ndoye,Switzerland,66,1,6,3,0,0,0,0,22,17,0,4,2,3,1
Gregor Kobel|Switzerland,Gregor Kobel,Switzerland,90,1,0,0,0,0,0,0,24,22,0,0,0,2,0
Edmílson Junior|Qatar,Edmílson Junior,Qatar,88,1,2,2,0,3,4,0,15,12,0,2,1,3,1
Jassem Gaber|Qatar,Jassem Gaber,Qatar,60,1,0,0,0,2,3,2,5,1,0,0,0,0,0
Pedro Miguel|Qatar,Pedro Miguel,Qatar,94,1,0,0,0,1,2,1,24,19,0,1,1,1,0
Ayoub Al Oui|Qatar,Ayoub Al Oui,Qatar,60,1,0,0,0,1,2,1,13,6,0,0,0,2,1
Issa Laye|Qatar,Issa Laye,Qatar,97,1,1,0,0,0,2,2,33,31,0,0,0,3,0
Assim Madibo|Qatar,Assim Madibo,Qatar,79,1,0,0,0,1,0,0,22,16,0,0,0,2,0
Mahmoud Abunada|Qatar,Mahmoud Abunada,Qatar,97,1,0,0,0,1,0,0,35,24,0,0,0,0,0
Ahmed Fathy|Qatar,Ahmed Fathy,Qatar,92,1,0,0,0,0,0,0,17,14,1,0,0,3,0
Karim Boudiaf|Qatar,Karim Boudiaf,Qatar,97,1,1,0,0,0,0,0,21,19,0,0,0,3,0
Ahmed Alaa|Qatar,Ahmed Alaa,Qatar,92,1,1,1,0,0,1,0,5,3,0,0,0,2,0
Fabian Rieder|Switzerland,Fabian Rieder,Switzerland,97,1,1,1,0,0,0,0,8,5,1,1,0,0,0
Johan Manzambi|Switzerland,Johan Manzambi,Switzerland,97,1,2,1,0,1,1,0,11,9,1,2,0,1,0
Mohammad Al Mannai|Qatar,Mohammad Al Mannai,Qatar,93,1,0,0,0,0,0,0,5,1,0,0,0,1,0
Zeki Amdouni|Switzerland,Zeki Amdouni,Switzerland,93,1,1,1,0,0,0,0,4,4,0,3,1,0,0
Hassan Al Haydos|Qatar,Hassan Al Haydos,Qatar,94,1,0,0,0,0,0,0,3,2,0,0,0,0,0
Ardon Jashari|Switzerland,Ardon Jashari,Switzerland,97,1,1,0,0,0,0,0,9,7,0,0,0,0,0
Miro Muheim|Switzerland,Miro Muheim,Switzerland,94,1,1,1,1,0,2,0,6,4,0,0,0,1,0
Lukás Provod|Czechia,Lukás Provod,Czechia,64,1,0,0,0,1,3,0,23,17,0,1,1,3,1
Matej Kovár|Czechia,Matej Kovár,Czechia,95,1,0,0,0,0,0,0,32,15,0,0,0,1,0
Jaroslav Zeleny|Czechia,Jaroslav Zeleny,Czechia,96,1,0,0,0,0,2,1,37,28,0,1,1,6,0
Seol Young-Woo|Republic of Korea,Seol Young-Woo,Republic of Korea,88,1,0,0,0,1,0,0,47,42,1,1,0,3,0
Hwang In-Beom|Republic of Korea,Hwang In-Beom,Republic of Korea,84,1,3,2,1,0,2,1,81,73,1,2,2,5,0
Ladislav Krejcí|Czechia,Ladislav Krejcí,Czechia,96,1,1,1,1,3,6,3,47,34,0,0,0,5,0
Tomás Soucek|Czechia,Tomás Soucek,Czechia,96,1,1,0,0,1,4,2,35,27,0,1,0,4,0
Robin Hranác|Czechia,Robin Hranác,Czechia,93,1,0,0,0,3,2,1,38,31,0,0,0,3,0
Lee Han-Beom|Republic of Korea,Lee Han-Beom,Republic of Korea,95,1,1,0,0,3,7,5,66,54,0,0,0,2,0
Vladimír Coufal|Czechia,Vladimír Coufal,Czechia,93,1,0,0,0,3,4,1,39,22,1,1,0,3,0
Alexandr Sojka|Czechia,Alexandr Sojka,Czechia,84,1,0,0,0,0,0,0,34,27,1,1,1,2,0
Patrik Schick|Czechia,Patrik Schick,Czechia,64,1,0,0,0,0,4,1,5,3,0,0,0,0,0
Pavel Sulc|Czechia,Pavel Sulc,Czechia,64,1,1,0,0,1,1,1,17,12,0,1,0,6,2
Paik Seung-Ho|Republic of Korea,Paik Seung-Ho,Republic of Korea,84,1,0,0,0,0,1,1,63,56,0,1,0,1,0
Lee Jae-Sung|Republic of Korea,Lee Jae-Sung,Republic of Korea,62,1,2,1,0,1,4,2,34,26,3,1,0,3,1
Kim Seung-Gyu|Republic of Korea,Kim Seung-Gyu,Republic of Korea,96,1,0,0,0,0,0,0,36,21,0,0,0,4,0
Stepán Chaloupek|Czechia,Stepán Chaloupek,Czechia,97,1,0,0,0,1,3,1,27,16,0,0,0,4,0
Kim Min-Jae|Republic of Korea,Kim Min-Jae,Republic of Korea,94,1,0,0,0,2,5,4,55,51,2,0,0,3,0
Lee Gi-Hyuk|Republic of Korea,Lee Gi-Hyuk,Republic of Korea,96,1,0,0,0,1,6,4,63,59,0,0,0,2,0
Son Heung-Min|Republic of Korea,Son Heung-Min,Republic of Korea,69,1,6,4,0,0,0,0,24,20,1,1,0,3,0
Lee Kang-In|Republic of Korea,Lee Kang-In,Republic of Korea,94,1,1,1,0,0,0,0,40,37,3,6,5,1,0
Lee Tae-Seok|Republic of Korea,Lee Tae-Seok,Republic of Korea,69,1,0,0,0,1,5,2,37,31,2,0,0,0,0
Hwang Hee-Chan|Republic of Korea,Hwang Hee-Chan,Republic of Korea,89,1,0,0,0,0,0,0,11,10,0,2,1,1,0
Adam Hlozek|Czechia,Adam Hlozek,Czechia,97,1,2,1,0,0,1,0,4,4,0,0,0,0,0
Tomás Chory|Czechia,Tomás Chory,Czechia,96,1,0,0,0,3,8,4,8,5,0,0,0,0,0
Michal Sadílek|Czechia,Michal Sadílek,Czechia,97,1,2,2,0,0,1,0,13,8,0,0,0,0,0
Eom Ji-Sung|Republic of Korea,Eom Ji-Sung,Republic of Korea,97,1,0,0,0,0,1,1,5,4,0,1,0,1,0
Oh Hyeon-Gyu|Republic of Korea,Oh Hyeon-Gyu,Republic of Korea,96,1,1,1,1,0,3,2,6,4,1,0,0,0,0
Kim Jin-Gyu|Republic of Korea,Kim Jin-Gyu,Republic of Korea,95,1,1,1,0,0,1,0,4,3,0,0,0,0,0
Park Jin-Seob|Republic of Korea,Park Jin-Seob,Republic of Korea,97,1,0,0,0,0,5,3,9,6,0,0,0,1,0
Mojmír Chytil|Czechia,Mojmír Chytil,Czechia,96,1,0,0,0,0,1,0,2,2,1,0,0,0,0
Salem Al Dawsari|Saudi Arabia,Salem Al Dawsari,Saudi Arabia,94,1,1,0,0,1,4,0,35,26,0,2,1,4,0
Abdullah Al Khaibari|Saudi Arabia,Abdullah Al Khaibari,Saudi Arabia,95,1,1,0,0,0,1,0,26,21,0,1,1,5,1
Abdulelah Al Amri|Saudi Arabia,Abdulelah Al Amri,Saudi Arabia,98,1,2,2,1,1,4,3,27,23,0,0,0,3,0
Hassan Al Tambakti|Saudi Arabia,Hassan Al Tambakti,Saudi Arabia,84,1,0,0,0,0,3,1,28,22,0,0,0,0,0
Guillermo Varela|Uruguay,Guillermo Varela,Uruguay,97,1,2,1,0,1,3,3,66,55,2,0,0,0,0
Sebastián Cáceres|Uruguay,Sebastián Cáceres,Uruguay,98,1,2,0,0,1,9,4,84,72,0,1,0,2,0
Fernando Muslera|Uruguay,Fernando Muslera,Uruguay,89,1,0,0,0,0,0,0,32,31,0,0,0,3,0
Mathías Olivera|Uruguay,Mathías Olivera,Uruguay,97,1,1,1,0,0,9,6,107,102,2,2,1,8,1
Feras Al Brikan|Saudi Arabia,Feras Al Brikan,Saudi Arabia,93,1,0,0,0,0,12,5,22,13,0,0,0,5,0
Rodrigo Bentancur|Uruguay,Rodrigo Bentancur,Uruguay,96,1,1,0,0,1,4,1,82,69,2,2,2,11,1
Mohammed Abu Al Shamat|Saudi Arabia,Mohammed Abu Al Shamat,Saudi Arabia,81,1,0,0,0,2,2,1,26,20,0,1,0,2,0
Matías Viña|Uruguay,Matías Viña,Uruguay,49,1,0,0,0,0,2,1,33,23,1,1,0,6,0
Moteb Al Harbi|Saudi Arabia,Moteb Al Harbi,Saudi Arabia,93,1,0,0,0,0,2,1,38,26,0,2,1,1,0
Federico Valverde|Uruguay,Federico Valverde,Uruguay,98,1,3,3,0,1,0,0,51,37,0,2,2,2,1
Manuel Ugarte|Uruguay,Manuel Ugarte,Uruguay,72,1,2,1,0,0,3,0,63,57,0,2,1,6,2
Musab Al Juwayr|Saudi Arabia,Musab Al Juwayr,Saudi Arabia,63,1,0,0,0,1,0,0,35,26,1,1,0,5,1
Federico Viñas|Uruguay,Federico Viñas,Uruguay,90,1,5,4,0,0,5,4,17,11,0,0,0,2,1
Maxi Araújo|Uruguay,Maxi Araújo,Uruguay,81,1,2,2,1,1,0,0,27,23,5,1,1,4,0
Mohammed Al Owais|Saudi Arabia,Mohammed Al Owais,Saudi Arabia,96,1,0,0,0,0,1,1,30,11,0,0,0,0,0
Darwin Núñez|Uruguay,Darwin Núñez,Uruguay,46,1,1,0,0,1,3,1,3,3,0,0,0,1,2
Mohamed Kanno|Saudi Arabia,Mohamed Kanno,Saudi Arabia,98,1,2,2,0,0,6,4,37,33,0,1,0,5,2
Saud Abdulhamid|Saudi Arabia,Saud Abdulhamid,Saudi Arabia,93,1,1,0,0,2,2,1,24,14,0,0,0,3,1
Juan Manuel Sanabria|Uruguay,Juan Manuel Sanabria,Uruguay,98,1,3,2,0,0,0,0,43,38,2,0,0,0,0
Agustín Canobbio|Uruguay,Agustín Canobbio,Uruguay,98,1,1,0,0,0,1,0,27,23,0,2,1,2,0
Nasser Al Dawsari|Saudi Arabia,Nasser Al Dawsari,Saudi Arabia,96,1,0,0,0,3,2,2,13,11,0,0,0,1,0
Nicolás de la Cruz|Uruguay,Nicolás de la Cruz,Uruguay,98,1,2,2,0,0,0,0,28,25,4,0,0,1,0
Brian Rodríguez|Uruguay,Brian Rodríguez,Uruguay,98,1,2,1,0,0,0,0,17,9,1,0,0,1,0
Nawaf Bu Washl|Saudi Arabia,Nawaf Bu Washl,Saudi Arabia,98,1,0,0,0,1,0,0,5,4,0,0,0,1,0
Rodrigo Aguirre|Uruguay,Rodrigo Aguirre,Uruguay,96,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Abdullah Al Hamddan|Saudi Arabia,Abdullah Al Hamddan,Saudi Arabia,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Alaa Al Hejji|Saudi Arabia,Alaa Al Hejji,Saudi Arabia,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Lajami|Saudi Arabia,Ali Lajami,Saudi Arabia,98,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Dailon Livramento|Cabo Verde,Dailon Livramento,Cabo Verde,61,1,1,0,0,0,6,2,4,3,0,0,0,1,0
Kevin Pina|Cabo Verde,Kevin Pina,Cabo Verde,95,1,1,1,0,0,2,1,20,12,0,2,1,2,0
Pico Lopes|Cabo Verde,Pico Lopes,Cabo Verde,95,1,0,0,0,0,2,2,41,31,0,0,0,1,0
Unai Simón|Spain,Unai Simón,Spain,94,1,0,0,0,0,0,0,24,24,0,0,0,3,0
