player_id,Player,Squad,minutes,appearances,shots_total,shots_on,goals_total,fouls_committed,duels_total,duels_won,pass_total,pass_accurate,key_passes,takeons_total,takeons_won,ball_recoveries,at_actions
Pau Cubarsí|Spain,Pau Cubarsí,Spain,93,1,1,1,0,0,1,1,109,107,1,0,0,8,0
Rodri|Spain,Rodri,Spain,87,1,2,1,0,1,4,3,128,116,3,0,0,3,1
Marc Cucurella|Spain,Marc Cucurella,Spain,92,1,2,1,0,1,0,0,76,68,2,2,1,0,0
Aymeric Laporte|Spain,Aymeric Laporte,Spain,95,1,2,1,0,0,8,3,112,107,0,0,0,5,1
Pedri|Spain,Pedri,Spain,95,1,2,2,0,1,1,1,110,89,5,4,3,8,8
Marcos Llorente|Spain,Marcos Llorente,Spain,94,1,0,0,0,1,3,2,92,85,3,0,0,4,1
Fabián Ruiz|Spain,Fabián Ruiz,Spain,71,1,5,1,0,0,1,1,78,71,0,0,0,4,2
Ferran Torres|Spain,Ferran Torres,Spain,81,1,4,3,0,2,2,2,39,27,0,3,1,7,2
Gavi|Spain,Gavi,Spain,71,1,1,1,0,2,4,4,32,26,0,0,0,2,2
Ryan Mendes|Cabo Verde,Ryan Mendes,Cabo Verde,94,1,1,0,0,0,1,0,18,13,0,0,0,3,0
Vozinha|Cabo Verde,Vozinha,Cabo Verde,91,1,0,0,0,0,1,1,52,39,0,0,0,0,0
Diney Borges|Cabo Verde,Diney Borges,Cabo Verde,95,1,1,1,0,0,3,1,40,32,0,1,0,3,0
Sidny Cabral|Cabo Verde,Sidny Cabral,Cabo Verde,76,1,0,0,0,1,1,0,23,18,1,3,1,5,0
Jamiro Monteiro|Cabo Verde,Jamiro Monteiro,Cabo Verde,79,1,0,0,0,0,0,0,21,16,0,2,0,5,0
Steven Moreira|Cabo Verde,Steven Moreira,Cabo Verde,91,1,1,1,0,0,3,0,34,27,0,1,1,0,0
Jovane Cabral|Cabo Verde,Jovane Cabral,Cabo Verde,61,1,1,0,0,0,1,0,13,10,0,1,1,6,0
Mikel Oyarzabal|Spain,Mikel Oyarzabal,Spain,95,1,5,2,0,0,4,2,12,8,1,1,0,0,0
Laros Duarte|Cabo Verde,Laros Duarte,Cabo Verde,61,1,0,0,0,0,4,0,8,6,0,1,0,2,0
Willy Semedo|Cabo Verde,Willy Semedo,Cabo Verde,95,1,0,0,0,0,1,1,9,6,0,2,0,1,0
Deroy Duarte|Cabo Verde,Deroy Duarte,Cabo Verde,94,1,0,0,0,0,0,0,8,6,1,0,0,2,0
Nuno da Costa|Cabo Verde,Nuno da Costa,Cabo Verde,93,1,0,0,0,0,3,1,6,3,0,1,0,3,0
Mikel Merino|Spain,Mikel Merino,Spain,94,1,1,1,0,1,0,0,11,9,2,0,0,1,1
Lamine Yamal|Spain,Lamine Yamal,Spain,95,1,2,1,0,1,0,0,26,18,1,5,2,1,0
João Paulo|Cabo Verde,João Paulo,Cabo Verde,94,1,0,0,0,0,0,0,6,2,0,0,0,0,0
Telmo Arcanjo|Cabo Verde,Telmo Arcanjo,Cabo Verde,94,1,0,0,0,0,0,0,3,3,2,0,0,0,0
Dani Olmo|Spain,Dani Olmo,Spain,95,1,0,0,0,0,0,0,10,8,1,0,0,1,0
Nico Williams|Spain,Nico Williams,Spain,95,1,0,0,0,0,0,0,2,1,0,1,0,0,0
Anis Ben Slimane|Tunisia,Anis Ben Slimane,Tunisia,84,1,0,0,0,0,7,4,33,23,1,2,0,1,0
Gabriel Gudmundsson|Sweden,Gabriel Gudmundsson,Sweden,65,1,0,0,0,2,2,2,31,23,0,1,0,4,0
Omar Rekik|Tunisia,Omar Rekik,Tunisia,92,1,1,1,1,0,2,2,49,37,0,0,0,4,0
Yasin Ayari|Sweden,Yasin Ayari,Sweden,96,1,2,2,2,1,1,0,32,18,1,2,0,5,2
Jesper Karlström|Sweden,Jesper Karlström,Sweden,84,1,0,0,0,1,3,1,21,13,1,0,0,2,1
Alexander Isak|Sweden,Alexander Isak,Sweden,90,1,3,3,1,1,2,0,20,16,1,2,0,1,2
Ellyes Skhiri|Tunisia,Ellyes Skhiri,Tunisia,72,1,0,0,0,0,0,0,37,30,0,1,0,5,0
Isak Hien|Sweden,Isak Hien,Sweden,95,1,0,0,0,1,5,3,54,48,0,0,0,3,0
Elias Saad|Tunisia,Elias Saad,Tunisia,72,1,1,0,0,0,2,0,21,17,0,4,1,2,0
Yan Valery|Tunisia,Yan Valery,Tunisia,72,1,0,0,0,3,3,1,25,17,0,4,3,2,1
Victor Lindelöf|Sweden,Victor Lindelöf,Sweden,92,1,1,0,0,2,3,2,57,51,0,0,0,2,0
Rani Khedira|Tunisia,Rani Khedira,Tunisia,83,1,1,1,0,1,0,0,15,11,0,0,0,2,0
Kristoffer Nordfeldt|Sweden,Kristoffer Nordfeldt,Sweden,95,1,0,0,0,0,0,0,29,20,0,0,0,1,0
Gustaf Lagerbielke|Sweden,Gustaf Lagerbielke,Sweden,95,1,0,0,0,0,5,1,53,38,1,0,0,1,0
Abdelmouhib Chamakh|Tunisia,Abdelmouhib Chamakh,Tunisia,91,1,0,0,0,0,0,0,23,15,0,0,0,0,0
Montassar Talbi|Tunisia,Montassar Talbi,Tunisia,89,1,1,0,0,0,3,3,38,36,0,0,0,2,0
Viktor Gyökeres|Sweden,Viktor Gyökeres,Sweden,96,1,5,3,1,0,3,2,20,17,4,3,1,5,2
Hannibal Mejbri|Tunisia,Hannibal Mejbri,Tunisia,96,1,1,0,0,0,1,1,59,39,3,2,2,4,1
Ali Abdi|Tunisia,Ali Abdi,Tunisia,93,1,0,0,0,3,5,3,31,19,0,2,1,2,0
Alexander Bernhardsson|Sweden,Alexander Bernhardsson,Sweden,91,1,0,0,0,0,3,2,27,19,0,4,1,7,1
Benjamin Nygren|Sweden,Benjamin Nygren,Sweden,65,1,0,0,0,1,1,1,18,16,1,2,2,3,0
Mohamed Amine Ben Hmida|Tunisia,Mohamed Amine Ben Hmida,Tunisia,95,1,0,0,0,0,4,0,53,47,0,0,0,10,0
Elliot Stroud|Sweden,Elliot Stroud,Sweden,88,1,0,0,0,0,1,0,10,8,0,0,0,1,0
Lucas Bergvall|Sweden,Lucas Bergvall,Sweden,96,1,1,1,0,1,0,0,8,5,0,1,1,1,1
Elias Achouri|Tunisia,Elias Achouri,Tunisia,93,1,1,1,0,0,0,0,2,2,0,0,0,0,0
Sebastian Tounekti|Tunisia,Sebastian Tounekti,Tunisia,94,1,0,0,0,1,0,0,4,4,0,2,0,0,0
Hadj Mahmoud|Tunisia,Hadj Mahmoud,Tunisia,94,1,0,0,0,0,0,0,8,8,0,0,0,1,0
Ismaël Gharbi|Tunisia,Ismaël Gharbi,Tunisia,96,1,0,0,0,0,0,0,4,3,0,0,0,0,0
Firas Chaouat|Tunisia,Firas Chaouat,Tunisia,97,1,0,0,0,0,2,1,3,2,0,0,0,0,0
Mattias Svanberg|Sweden,Mattias Svanberg,Sweden,91,1,1,1,1,0,0,0,2,1,0,0,0,0,0
Anthony Elanga|Sweden,Anthony Elanga,Sweden,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Svensson|Sweden,Daniel Svensson,Sweden,95,1,0,0,0,0,0,0,5,4,0,0,0,0,0
Folarin Balogun|USA,Folarin Balogun,USA,72,1,5,4,2,0,2,0,16,10,0,3,1,0,0
Malik Tillman|USA,Malik Tillman,USA,82,1,5,4,0,1,4,1,40,32,3,3,2,7,3
Juan José Cáceres|Paraguay,Juan José Cáceres,Paraguay,79,1,0,0,0,3,2,1,42,21,0,2,2,2,0
Tim Ream|USA,Tim Ream,USA,97,1,0,0,0,0,3,1,90,84,0,1,1,5,0
Diego Gómez|Paraguay,Diego Gómez,Paraguay,80,1,4,2,0,1,3,2,27,22,0,3,1,2,1
Tyler Adams|USA,Tyler Adams,USA,97,1,0,0,0,2,4,2,60,53,1,2,2,3,1
Sergiño Dest|USA,Sergiño Dest,USA,72,1,0,0,0,0,0,0,37,28,0,8,4,3,1
Júnior Alonso|Paraguay,Júnior Alonso,Paraguay,93,1,0,0,0,1,2,0,42,26,1,0,0,2,0
Julio Enciso|Paraguay,Julio Enciso,Paraguay,93,1,2,1,0,0,2,0,26,20,1,5,2,4,0
Gustavo Gómez|Paraguay,Gustavo Gómez,Paraguay,96,1,0,0,0,2,4,4,29,23,0,0,0,0,0
Omar Alderete|Paraguay,Omar Alderete,Paraguay,96,1,0,0,0,1,3,3,32,21,1,0,0,2,0
Antonio Sanabria|Paraguay,Antonio Sanabria,Paraguay,62,1,0,0,0,1,5,3,10,6,1,0,0,0,0
Matt Freese|USA,Matt Freese,USA,97,1,0,0,0,0,0,0,23,15,0,0,0,3,0
Chris Richards|USA,Chris Richards,USA,97,1,1,0,0,3,5,4,84,84,0,0,0,3,0
Antonee Robinson|USA,Antonee Robinson,USA,97,1,0,0,0,1,3,2,74,53,1,5,3,7,1
Andrés Cubas|Paraguay,Andrés Cubas,Paraguay,97,1,0,0,0,5,0,0,31,25,0,0,0,5,0
Alex Freeman|USA,Alex Freeman,USA,98,1,0,0,0,1,7,6,85,72,1,4,2,5,2
Weston McKennie|USA,Weston McKennie,USA,97,1,0,0,0,0,1,0,55,40,3,4,3,1,0
Orlando Gill|Paraguay,Orlando Gill,Paraguay,90,1,0,0,0,0,0,0,30,20,0,0,0,0,0
Christian Pulisic|USA,Christian Pulisic,USA,46,1,0,0,0,1,0,0,24,19,2,7,4,0,0
Miguel Almirón|Paraguay,Miguel Almirón,Paraguay,79,1,2,2,0,1,2,1,23,18,2,1,1,4,0
Damián Bobadilla|Paraguay,Damián Bobadilla,Paraguay,49,1,1,1,1,0,0,0,10,9,0,0,0,1,1
Mauricio|Paraguay,Mauricio,Paraguay,97,1,1,1,1,0,3,0,21,15,0,0,0,4,0
Sebastian Berhalter|USA,Sebastian Berhalter,USA,97,1,1,0,0,0,2,2,29,20,0,0,0,3,0
Álex Arce|Paraguay,Álex Arce,Paraguay,92,1,0,0,0,1,5,0,6,4,1,0,0,0,0
Timothy Weah|USA,Timothy Weah,USA,98,1,2,1,0,2,0,0,14,13,0,1,0,1,0
Ricardo Pepi|USA,Ricardo Pepi,USA,98,1,1,0,0,1,2,0,3,3,1,0,0,0,0
Ramón Sosa|Paraguay,Ramón Sosa,Paraguay,92,1,0,0,0,0,0,0,3,3,0,0,0,2,0
Gustavo Velázquez|Paraguay,Gustavo Velázquez,Paraguay,96,1,0,0,0,0,2,1,5,4,0,0,0,1,0
Alejandro Romero|Paraguay,Alejandro Romero,Paraguay,94,1,0,0,0,1,0,0,9,6,0,0,0,3,0
Giovanni Reyna|USA,Giovanni Reyna,USA,98,1,1,1,1,1,0,0,9,8,0,1,0,1,0
Luis Suárez|Colombia,Luis Suárez,Colombia,80,1,0,0,0,0,0,0,10,8,0,2,1,0,1
James Rodríguez|Colombia,James Rodríguez,Colombia,72,1,2,2,0,0,1,0,60,51,0,0,0,0,0
Johan Mojica|Colombia,Johan Mojica,Colombia,98,1,1,0,0,1,1,1,42,37,0,1,0,1,0
Utkir Yusupov|Uzbekistan,Utkir Yusupov,Uzbekistan,96,1,0,0,0,0,0,0,29,18,0,0,0,2,0
Jhon Lucumí|Colombia,Jhon Lucumí,Colombia,98,1,0,0,0,2,1,0,74,68,0,0,0,7,0
Akmal Mozgovoy|Uzbekistan,Akmal Mozgovoy,Uzbekistan,101,1,1,0,0,0,1,0,34,26,0,1,1,2,0
Eldor Shomurodov|Uzbekistan,Eldor Shomurodov,Uzbekistan,93,1,1,1,0,3,1,1,18,13,0,1,0,1,1
Abbosbek Fayzullaev|Uzbekistan,Abbosbek Fayzullaev,Uzbekistan,77,1,1,1,1,1,2,1,15,5,0,1,0,2,1
Jefferson Lerma|Colombia,Jefferson Lerma,Colombia,101,1,3,1,0,2,3,3,61,51,1,0,0,5,0
Luis Díaz|Colombia,Luis Díaz,Colombia,93,1,2,1,1,0,2,1,28,22,2,4,2,3,0
Bekhruz Karimov|Uzbekistan,Bekhruz Karimov,Uzbekistan,101,1,2,0,0,3,1,0,27,21,1,2,2,7,0
Jhon Arias|Colombia,Jhon Arias,Colombia,93,1,2,1,0,1,1,0,48,45,2,2,1,0,0
Davinson Sánchez|Colombia,Davinson Sánchez,Colombia,98,1,1,0,0,1,3,1,77,67,2,0,0,3,0
Gustavo Puerta|Colombia,Gustavo Puerta,Colombia,80,1,1,1,0,2,1,1,54,46,2,0,0,4,1
Otabek Shukurov|Uzbekistan,Otabek Shukurov,Uzbekistan,101,1,0,0,0,0,3,2,53,46,1,1,1,2,1
Rustam Ashurmatov|Uzbekistan,Rustam Ashurmatov,Uzbekistan,77,1,0,0,0,0,2,2,44,29,0,0,0,3,0
Camilo Vargas|Colombia,Camilo Vargas,Colombia,98,1,0,0,0,0,0,0,39,27,0,0,0,7,0
Daniel Muñoz|Colombia,Daniel Muñoz,Colombia,100,1,1,1,1,1,1,0,53,45,0,0,0,4,1
Abdukodir Khusanov|Uzbekistan,Abdukodir Khusanov,Uzbekistan,98,1,0,0,0,3,1,1,34,29,0,0,0,3,0
Oston Urunov|Uzbekistan,Oston Urunov,Uzbekistan,46,1,0,0,0,0,0,0,3,2,0,2,1,2,0
Abdulla Abdullaev|Uzbekistan,Abdulla Abdullaev,Uzbekistan,96,1,0,0,0,3,1,0,38,32,0,0,0,2,0
Sherzod Nasrullaev|Uzbekistan,Sherzod Nasrullaev,Uzbekistan,50,1,0,0,0,1,1,0,10,7,0,0,0,0,0
Dostonbek Khamdamov|Uzbekistan,Dostonbek Khamdamov,Uzbekistan,97,1,2,1,0,0,0,0,13,10,1,0,0,0,0
Farrukh Sayfiev|Uzbekistan,Farrukh Sayfiev,Uzbekistan,101,1,0,0,0,0,2,1,16,12,1,0,0,0,0
Jaminton Campaz|Colombia,Jaminton Campaz,Colombia,99,1,2,1,1,0,1,0,4,1,0,1,1,2,1
Jakhongir Urozov|Uzbekistan,Jakhongir Urozov,Uzbekistan,101,1,0,0,0,0,2,1,20,16,0,1,0,0,0
Azizbek Amonov|Uzbekistan,Azizbek Amonov,Uzbekistan,101,1,1,1,0,0,1,1,7,5,1,2,0,0,0
Richard Ríos|Colombia,Richard Ríos,Colombia,98,1,0,0,0,1,1,0,9,7,0,0,0,1,0
Cucho Hernández|Colombia,Cucho Hernández,Colombia,99,1,0,0,0,0,2,1,4,2,1,1,0,1,0
Andrés Gómez|Colombia,Andrés Gómez,Colombia,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Castaño|Colombia,Kevin Castaño,Colombia,101,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Igor Sergeev|Uzbekistan,Igor Sergeev,Uzbekistan,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
